14,21,23,23,2,83
18,21,20,22,0,
23,28,24,40,24,
0,0,0,25,27,
22,23,22,17,0,
24,28,26,24,0,
17,16,14,21,0,
0,1,0,2,0,
6,13,18,15,0,
13,19,17,26,0,
24,27,28,17,0,
26,31,33,33,33,
6,17,11,18,0,
20,14,20,20,1,
18,25,24,37,47,
0,0,18,36,34,
231,284,298,376,168,83
