path,video type,file name,encoder,plays,enc_t0,enc_t1,play_t0,play_t1,duration,bitrate,resolution,fps,tbr,tbn,tbc,size0,size_enc
/media/data/hanwu/video_clips1/original_videos/NewsClip/1080P/,NewsClip,NewsClip_1080P-7816.mkv,vp9,1,2020-09-15 15:48:08.807178,2020-09-15 15:49:37.097217,2020-09-15 15:49:42.102357,2020-09-15 15:50:06.156064,00:00:19.96,622090,1920x1080,25,25,1000k,1000k,1515740K,22821K
/media/data/hanwu/video_clips1/original_videos/NewsClip/1080P/,NewsClip,NewsClip_1080P-27fb.mkv,libx264,1,2020-09-15 15:50:11.352238,2020-09-15 15:50:21.153131,2020-09-15 15:50:26.158273,2020-09-15 15:50:50.549976,00:00:20.00,622090,1920x1080,25,25,1000k,1000k,1518777K,35477K
/media/data/hanwu/video_clips1/original_videos/NewsClip/1080P/,NewsClip,NewsClip_1080P-27fb.mkv,hevc,1,2020-09-15 15:50:55.747333,2020-09-15 15:51:16.432596,2020-09-15 15:51:21.437738,2020-09-15 15:51:45.459617,00:00:20.00,622090,1920x1080,25,25,1000k,1000k,1518777K,36845K
/media/data/hanwu/video_clips1/original_videos/NewsClip/1080P/,NewsClip,NewsClip_1080P-27fb.mkv,vp8,1,2020-09-15 15:51:50.641645,2020-09-15 15:52:10.893128,2020-09-15 15:52:15.898272,2020-09-15 15:52:39.857718,00:00:20.00,622090,1920x1080,25,25,1000k,1000k,1518777K,2111K
/media/data/hanwu/video_clips1/original_videos/NewsClip/1080P/,NewsClip,NewsClip_1080P-27fb.mkv,vp9,1,2020-09-15 15:52:45.010367,2020-09-15 15:55:02.300352,2020-09-15 15:55:07.305538,2020-09-15 15:55:31.318449,00:00:20.00,622090,1920x1080,25,25,1000k,1000k,1518777K,64831K
/media/data/hanwu/video_clips1/original_videos/NewsClip/1080P/,NewsClip,NewsClip_1080P-06df.mkv,libx264,1,2020-09-15 15:55:36.535189,2020-09-15 15:55:46.041722,2020-09-15 15:55:51.046886,2020-09-15 15:56:15.985808,00:00:19.96,622090,1920x1080,25,25,1000k,1000k,1515740K,12023K
/media/data/hanwu/video_clips1/original_videos/NewsClip/1080P/,NewsClip,NewsClip_1080P-06df.mkv,hevc,1,2020-09-15 15:56:21.241309,2020-09-15 15:56:35.292225,2020-09-15 15:56:40.297398,2020-09-15 15:57:04.397847,00:00:19.96,622090,1920x1080,25,25,1000k,1000k,1515740K,11255K
/media/data/hanwu/video_clips1/original_videos/NewsClip/1080P/,NewsClip,NewsClip_1080P-06df.mkv,vp8,1,2020-09-15 15:57:09.552585,2020-09-15 15:57:24.663281,2020-09-15 15:57:29.668431,2020-09-15 15:57:53.603596,00:00:19.96,622090,1920x1080,25,25,1000k,1000k,1515740K,1517K
/media/data/hanwu/video_clips1/original_videos/NewsClip/1080P/,NewsClip,NewsClip_1080P-06df.mkv,vp9,1,2020-09-15 15:57:58.765596,2020-09-15 15:59:49.393527,2020-09-15 15:59:54.397579,2020-09-15 16:00:18.370334,00:00:19.96,622090,1920x1080,25,25,1000k,1000k,1515740K,22102K
/media/data/hanwu/video_clips1/original_videos/NewsClip/1080P/,NewsClip,NewsClip_1080P-2eb0.mkv,libx264,1,2020-09-15 16:00:23.549674,2020-09-15 16:00:35.525108,2020-09-15 16:00:40.529580,2020-09-15 16:01:04.801935,00:00:20.02,745763,1920x1080,29.97,29.97,1000k,1000k,1822532K,24880K
